CNTSCHID,CNTSTUID,ST267Q01JA,ST267Q02JA,ST267Q03JA,ST267Q04JA,ST267Q05JA,ST267Q06JA,ST267Q07JA,ST267Q08JA,ST034Q01TA,ST034Q02TA,ST034Q03TA,ST034Q04TA,ST034Q05TA,ST034Q06TA,ST038Q03NA,ST038Q04NA,ST038Q05NA,ST038Q06NA,ST038Q07NA,ST038Q08NA,ST038Q09JA,ST038Q10JA,ST038Q11JA,ST265Q01JA,ST265Q02JA,ST265Q03JA,ST265Q04JA
60800047,60804785,Strongly agree,Not Applicable,Agree,Agree,Agree,Strongly agree,Not Applicable,Not Applicable,Disagree,Strongly agree,Strongly agree,Disagree,Not Applicable,Disagree,Never or almost never,Once a week or more,Once a week or more,Never or almost never,Never or almost never,A few times a month,Never or almost never,Never or almost never,A few times a month,Agree,Agree,Agree,Agree
60800022,60804786,Agree,Not Applicable,Not Applicable,Disagree,Agree,Agree,Not Applicable,Disagree,Not Applicable,Agree,Agree,Disagree,Agree,Disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800036,60804787,Agree,Not Applicable,Not Applicable,Disagree,Not Applicable,Strongly agree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Disagree,Agree,Not Applicable,Never or almost never,A few times a year,Never or almost never,Never or almost never,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Strongly agree,Agree,Agree
60800100,60804788,Not Applicable,Disagree,Not Applicable,Disagree,Disagree,Agree,Not Applicable,Strongly disagree,Disagree,Agree,Agree,Not Applicable,Agree,Disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800156,60804789,Not Applicable,Agree,Strongly agree,Disagree,Agree,Not Applicable,Strongly agree,Not Applicable,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Not Applicable,Disagree,Never or almost never,A few times a month,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800183,60804790,Strongly agree,Strongly agree,Agree,Not Applicable,Strongly agree,Strongly agree,Not Applicable,Not Applicable,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Not Applicable,Never or almost never,Never or almost never,Never or almost never,Never or almost never,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800115,60804791,Agree,Agree,Not Applicable,Agree,Agree,Not Applicable,Agree,Not Applicable,Disagree,Agree,Agree,Agree,Not Applicable,Agree,Never or almost never,Never or almost never,A few times a year,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800003,60804792,Not Applicable,Not Applicable,Agree,Disagree,Agree,Strongly agree,Agree,Not Applicable,Strongly disagree,Not Applicable,Strongly agree,Disagree,Agree,Strongly disagree,Never or almost never,A few times a year,A few times a month,Never or almost never,Never or almost never,A few times a year,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Agree,Strongly agree,Disagree
60800108,60804793,Not Applicable,Not Applicable,Agree,Disagree,Agree,Not Applicable,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Not Applicable,Agree,Disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800075,60804794,Strongly agree,Not Applicable,Agree,Agree,Agree,Strongly agree,Not Applicable,Not Applicable,Not Applicable,Strongly agree,Agree,Disagree,Agree,Agree,Never or almost never,A few times a year,A few times a year,A few times a year,A few times a month,Never or almost never,A few times a year,Never or almost never,A few times a year,Strongly agree,Agree,Agree,Agree
60800035,60804795,Not Applicable,Agree,Not Applicable,Disagree,Agree,Agree,Agree,Not Applicable,Not Applicable,Agree,Agree,Agree,Strongly disagree,Agree,A few times a month,No Response,A few times a year,A few times a year,A few times a month,A few times a month,A few times a year,A few times a month,Never or almost never,Agree,Agree,Agree,Agree
60800104,60804796,Agree,Agree,Disagree,Disagree,Not Applicable,Not Applicable,Not Applicable,Strongly disagree,Not Applicable,Agree,Agree,Agree,Agree,Disagree,Never or almost never,Once a week or more,Once a week or more,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,A few times a month,Agree,Agree,Agree,Agree
60800177,60804797,Not Applicable,Not Applicable,Disagree,Not Applicable,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Not Applicable,Never or almost never,A few times a year,A few times a year,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800059,60804798,Agree,Not Applicable,Agree,Disagree,Not Applicable,Agree,Not Applicable,Disagree,Disagree,Agree,Not Applicable,Agree,Agree,Disagree,Once a week or more,Once a week or more,Never or almost never,Never or almost never,Never or almost never,Never or almost never,A few times a year,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800021,60804799,Strongly agree,Not Applicable,Not Applicable,Disagree,Disagree,Agree,Agree,Not Applicable,Not Applicable,Strongly agree,Strongly agree,Disagree,Agree,Agree,Never or almost never,A few times a month,A few times a year,A few times a year,A few times a year,A few times a year,Once a week or more,A few times a month,Never or almost never,Agree,Agree,Agree,Disagree
60800086,60804800,Not Applicable,Agree,Strongly agree,Not Applicable,Strongly agree,Strongly agree,Not Applicable,Agree,Not Applicable,Strongly agree,Disagree,Disagree,Agree,Agree,A few times a year,Once a week or more,A few times a year,A few times a year,A few times a year,A few times a year,A few times a year,Never or almost never,Never or almost never,Strongly Disagree,Disagree,Strongly agree,Strongly agree
60800148,60804801,Strongly agree,Strongly agree,Agree,No Response,Not Applicable,Strongly agree,Not Applicable,Not Applicable,Not Applicable,Agree,Agree,Strongly disagree,Agree,Strongly agree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800075,60804802,Agree,Not Applicable,Agree,Strongly agree,Not Applicable,Not Applicable,Agree,Strongly agree,Strongly disagree,Agree,Agree,Strongly disagree,Not Applicable,Strongly disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800067,60804803,Agree,Agree,Not Applicable,Not Applicable,Agree,Agree,Agree,Not Applicable,Disagree,Not Applicable,Agree,Agree,Disagree,Agree,Once a week or more,Once a week or more,Once a week or more,Once a week or more,Once a week or more,Once a week or more,Once a week or more,Once a week or more,Once a week or more,Agree,Agree,Agree,Agree
60800126,60804804,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Not Applicable,Not Applicable,Not Applicable,Agree,Strongly agree,Strongly agree,Agree,Not Applicable,Strongly disagree,Once a week or more,Once a week or more,Never or almost never,Once a week or more,Once a week or more,A few times a month,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800158,60804805,Strongly agree,Agree,Not Applicable,Disagree,Agree,Agree,Not Applicable,Not Applicable,Not Applicable,Agree,Agree,Disagree,Agree,Disagree,A few times a year,A few times a year,No Response,A few times a year,Never or almost never,Never or almost never,Never or almost never,A few times a month,Never or almost never,Agree,Agree,Agree,Agree
60800050,60804806,Not Applicable,Not Applicable,Strongly agree,Not Applicable,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Agree,Not Applicable,Agree,Disagree,Once a week or more,A few times a year,Never or almost never,Never or almost never,A few times a year,A few times a year,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800106,60804807,Strongly disagree,Not Applicable,Strongly disagree,Strongly disagree,Disagree,Not Applicable,Disagree,Not Applicable,Not Applicable,Strongly agree,Agree,Strongly agree,Disagree,Strongly agree,A few times a year,Never or almost never,A few times a month,A few times a year,Once a week or more,Never or almost never,A few times a year,A few times a month,Never or almost never,Agree,Strongly agree,Strongly agree,Agree
60800143,60804808,Not Applicable,Not Applicable,Agree,Disagree,Agree,Agree,Strongly agree,Not Applicable,Strongly disagree,Strongly agree,Strongly agree,Not Applicable,Agree,Strongly disagree,Never or almost never,A few times a year,A few times a year,A few times a year,A few times a year,A few times a year,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800098,60804809,Strongly agree,Agree,Not Applicable,Disagree,Agree,Not Applicable,Strongly agree,Not Applicable,Disagree,Agree,Not Applicable,Disagree,Disagree,Disagree,Never or almost never,Once a week or more,Never or almost never,Never or almost never,A few times a year,Never or almost never,A few times a year,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800074,60804810,Not Applicable,No Response,Agree,No Response,Not Applicable,Not Applicable,Agree,No Response,Not Applicable,Disagree,Agree,Agree,No Response,Disagree,Never or almost never,No Response,No Response,Never or almost never,A few times a year,No Response,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800044,60804811,Agree,Not Applicable,Strongly disagree,Not Applicable,Strongly disagree,Agree,Agree,Not Applicable,Disagree,Agree,Not Applicable,Disagree,Disagree,Disagree,A few times a year,Once a week or more,A few times a year,Never or almost never,Never or almost never,Never or almost never,A few times a year,Once a week or more,A few times a year,Agree,Agree,Agree,Strongly agree
60800026,60804812,Not Applicable,Not Applicable,Not Applicable,Disagree,Agree,Agree,Disagree,Disagree,Strongly agree,Agree,Disagree,Strongly agree,Not Applicable,Strongly agree,Never or almost never,A few times a year,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Strongly agree,Agree,Agree
60800163,60804813,Strongly agree,Agree,Strongly agree,Not Applicable,Strongly agree,Strongly agree,Not Applicable,Not Applicable,Strongly agree,Strongly agree,Strongly agree,Disagree,Not Applicable,Disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Strongly Disagree
60800087,60804814,Not Applicable,Strongly agree,Agree,Not Applicable,Strongly agree,Not Applicable,Strongly agree,Strongly agree,Strongly disagree,Not Applicable,Agree,Disagree,Agree,Strongly disagree,Never or almost never,Once a week or more,A few times a month,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800086,60804815,Not Applicable,Not Applicable,Agree,Agree,Strongly agree,Agree,Agree,Not Applicable,Not Applicable,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Once a week or more,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Agree
60800178,60804816,Not Applicable,Not Applicable,Strongly agree,Disagree,Agree,Strongly disagree,Agree,Not Applicable,Agree,Agree,Disagree,Strongly agree,Strongly disagree,Not Applicable,Never or almost never,Never or almost never,A few times a year,A few times a month,Never or almost never,Once a week or more,Never or almost never,A few times a year,Once a week or more,Agree,Agree,Agree,Disagree
60800134,60804817,Agree,Not Applicable,Agree,Disagree,Not Applicable,Agree,Agree,Not Applicable,Not Applicable,Disagree,Agree,Strongly agree,Disagree,Strongly agree,A few times a year,A few times a month,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,A few times a year,Never or almost never,Agree,Strongly agree,Agree,Disagree
60800128,60804818,Agree,Agree,Agree,Not Applicable,Disagree,Not Applicable,Agree,Not Applicable,Disagree,Agree,Not Applicable,Disagree,Agree,Disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800127,60804819,Strongly agree,Strongly agree,Strongly agree,Agree,Not Applicable,Agree,Not Applicable,Not Applicable,Agree,Disagree,Not Applicable,Agree,Agree,Strongly agree,Never or almost never,A few times a year,Once a week or more,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Once a week or more,Agree,Agree,Agree,Agree
60800111,60804820,Not Applicable,Agree,Not Applicable,Agree,Agree,Not Applicable,Strongly agree,Strongly disagree,Not Applicable,Strongly agree,Strongly agree,Disagree,Agree,Strongly disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Disagree,Disagree,Strongly agree,Strongly agree
60800037,60804821,Strongly agree,Not Applicable,Not Applicable,Disagree,Strongly agree,Not Applicable,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Not Applicable,Strongly disagree,Never or almost never,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,A few times a month,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800055,60804822,Strongly disagree,Not Applicable,Strongly disagree,Strongly disagree,Disagree,Not Applicable,Strongly disagree,Not Applicable,Strongly agree,Not Applicable,Strongly agree,Agree,Disagree,Strongly agree,Never or almost never,A few times a year,A few times a year,Never or almost never,A few times a month,Once a week or more,Never or almost never,A few times a year,A few times a month,Strongly agree,Disagree,No Response,Strongly Disagree
60800030,60804823,No Response,No Response,No Response,No Response,Not Applicable,Not Applicable,Not Applicable,No Response,No Response,No Response,No Response,No Response,Not Applicable,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
60800169,60804824,Strongly agree,Not Applicable,Strongly agree,Not Applicable,Strongly agree,No Response,Strongly agree,Not Applicable,Strongly agree,No Response,Strongly agree,No Response,Strongly agree,Not Applicable,No Response,Once a week or more,No Response,Never or almost never,No Response,Once a week or more,No Response,Once a week or more,No Response,No Response,Strongly agree,No Response,Strongly agree
60800168,60804825,Not Applicable,No Response,No Response,Not Applicable,No Response,No Response,No Response,Not Applicable,No Response,Agree,Not Applicable,No Response,No Response,No Response,Once a week or more,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Agree,Agree,Agree,Agree
60800078,60804826,Agree,Agree,Agree,Not Applicable,Not Applicable,Not Applicable,Agree,Disagree,Not Applicable,Agree,Agree,Disagree,Agree,Disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800042,60804827,Disagree,Not Applicable,Agree,Strongly disagree,Strongly agree,Not Applicable,Disagree,Not Applicable,Not Applicable,Agree,Agree,Disagree,Strongly agree,Strongly disagree,Never or almost never,Never or almost never,Once a week or more,A few times a month,A few times a year,Never or almost never,No Response,A few times a year,Once a week or more,Agree,Agree,Agree,Agree
60800171,60804828,Not Applicable,Not Applicable,Strongly agree,Disagree,Not Applicable,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Strongly agree,Disagree,Not Applicable,Disagree,Once a week or more,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800022,60804829,Agree,Not Applicable,Not Applicable,Agree,Agree,Agree,Not Applicable,Agree,Not Applicable,Strongly agree,Strongly agree,Disagree,Strongly agree,Disagree,Never or almost never,A few times a year,A few times a year,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800008,60804830,No Response,No Response,No Response,Not Applicable,No Response,Not Applicable,No Response,Not Applicable,Not Applicable,Disagree,Agree,Disagree,Agree,Disagree,Never or almost never,A few times a year,Once a week or more,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Agree,Strongly agree,Agree
60800075,60804831,Strongly agree,Strongly agree,Not Applicable,Disagree,Not Applicable,Agree,Not Applicable,Disagree,Agree,Disagree,Not Applicable,Agree,Disagree,Strongly disagree,A few times a year,A few times a year,A few times a month,A few times a month,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800161,60804832,Agree,Disagree,Agree,Disagree,Not Applicable,Agree,Not Applicable,Not Applicable,Disagree,Disagree,Agree,Not Applicable,Agree,Disagree,Never or almost never,A few times a year,Never or almost never,No Response,A few times a year,Never or almost never,Never or almost never,A few times a year,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800159,60804833,Strongly agree,Not Applicable,Disagree,Not Applicable,Agree,Agree,Not Applicable,Agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Not Applicable,Strongly disagree,A few times a month,A few times a month,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800011,60804835,Agree,Not Applicable,Agree,Agree,Agree,Not Applicable,Not Applicable,Agree,Disagree,Agree,Disagree,Agree,Disagree,Not Applicable,Never or almost never,Once a week or more,No Response,A few times a month,A few times a month,A few times a month,A few times a month,A few times a year,A few times a month,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800106,60804836,Agree,Disagree,Not Applicable,Not Applicable,Agree,Strongly agree,Strongly disagree,Not Applicable,Agree,Agree,Not Applicable,Strongly disagree,Strongly agree,Disagree,A few times a year,Once a week or more,A few times a year,Never or almost never,Never or almost never,A few times a year,A few times a month,Never or almost never,Once a week or more,Agree,Disagree,Agree,Agree
60800117,60804837,Not Applicable,Strongly disagree,Not Applicable,Disagree,Disagree,Strongly disagree,Disagree,Not Applicable,Not Applicable,Agree,Strongly agree,Disagree,Disagree,Disagree,A few times a year,Never or almost never,Never or almost never,A few times a year,A few times a month,Never or almost never,Once a week or more,A few times a year,Never or almost never,Agree,Strongly agree,Disagree,Agree
60800039,60804839,Agree,Agree,Agree,Disagree,Agree,Not Applicable,Not Applicable,Not Applicable,Disagree,Agree,Not Applicable,Disagree,Disagree,Disagree,A few times a month,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,A few times a year,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800082,60804840,Strongly agree,Not Applicable,Agree,Not Applicable,Not Applicable,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Not Applicable,Strongly agree,Strongly disagree,Agree,Strongly disagree,Never or almost never,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Agree
60800041,60804841,Agree,Not Applicable,Not Applicable,Agree,Not Applicable,Agree,Agree,Disagree,Not Applicable,Agree,Agree,Disagree,Agree,Disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800008,60804842,Agree,Not Applicable,Disagree,Not Applicable,Not Applicable,Agree,Agree,Agree,Disagree,Agree,Not Applicable,Disagree,Agree,Agree,Never or almost never,Never or almost never,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800073,60804843,Not Applicable,Not Applicable,Disagree,Disagree,Not Applicable,Agree,Agree,Agree,Strongly disagree,Agree,Disagree,Disagree,Not Applicable,Disagree,Never or almost never,A few times a month,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Disagree
60800128,60804844,Strongly agree,Strongly agree,Not Applicable,Not Applicable,Not Applicable,Strongly agree,Strongly agree,Strongly agree,Not Applicable,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Strongly agree,Agree
60800107,60804846,Disagree,Disagree,Not Applicable,Not Applicable,Disagree,Agree,Not Applicable,Agree,Agree,Agree,Not Applicable,Agree,Agree,Agree,Never or almost never,Once a week or more,A few times a year,Never or almost never,Never or almost never,Never or almost never,A few times a year,A few times a year,Once a week or more,Disagree,Strongly Disagree,Agree,Agree
60800047,60804847,Agree,Not Applicable,Disagree,Disagree,Agree,Not Applicable,Not Applicable,Disagree,Strongly disagree,Not Applicable,Agree,Agree,Agree,Strongly disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,A few times a year,Never or almost never,Never or almost never,Once a week or more,Never or almost never,Agree,Agree,Strongly agree,Agree
60800025,60804848,Strongly agree,Not Applicable,Strongly agree,Not Applicable,Not Applicable,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Not Applicable,Strongly agree,Strongly agree,Disagree,Never or almost never,A few times a month,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Agree,Strongly agree,Agree
60800087,60804849,Agree,Not Applicable,Agree,Agree,Agree,Agree,Not Applicable,Not Applicable,Strongly disagree,Not Applicable,Agree,Strongly disagree,Agree,Strongly disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Strongly Disagree,Agree,Agree,Agree
60800090,60804850,Not Applicable,Agree,Agree,Not Applicable,Not Applicable,Agree,Agree,Agree,Agree,Disagree,Not Applicable,Agree,Disagree,Disagree,Never or almost never,A few times a month,A few times a month,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800063,60804851,Agree,Not Applicable,Not Applicable,Disagree,Not Applicable,Strongly disagree,Disagree,Strongly agree,Not Applicable,Strongly agree,Disagree,Strongly agree,Agree,Strongly disagree,Never or almost never,Never or almost never,A few times a month,Never or almost never,Never or almost never,A few times a year,Never or almost never,Once a week or more,Never or almost never,Disagree,Agree,Agree,Agree
60800175,60804852,Not Applicable,Agree,Disagree,Agree,Not Applicable,Agree,Not Applicable,Disagree,Disagree,Agree,Agree,Not Applicable,Agree,Disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800081,60804853,Agree,Agree,Not Applicable,Not Applicable,Agree,Agree,Agree,Not Applicable,Disagree,Agree,Agree,Agree,Agree,Not Applicable,Once a week or more,A few times a month,A few times a year,A few times a month,Once a week or more,Never or almost never,A few times a year,A few times a month,Once a week or more,Agree,Disagree,Disagree,Disagree
60800010,60804855,Not Applicable,Strongly disagree,Agree,Not Applicable,Not Applicable,Strongly agree,Agree,Disagree,Disagree,Agree,Agree,Strongly disagree,Agree,Not Applicable,A few times a year,Never or almost never,Never or almost never,A few times a year,Never or almost never,A few times a year,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800005,60804856,Not Applicable,Agree,Not Applicable,Strongly disagree,Not Applicable,Agree,Agree,Strongly disagree,Strongly disagree,Disagree,Agree,Disagree,Not Applicable,Disagree,Never or almost never,Once a week or more,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800035,60804857,Agree,Agree,Agree,Not Applicable,Not Applicable,Not Applicable,Strongly agree,Strongly disagree,Disagree,Agree,Agree,Disagree,Not Applicable,Disagree,Never or almost never,A few times a month,A few times a month,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Disagree
60800148,60804859,Agree,Agree,Not Applicable,Not Applicable,Not Applicable,Agree,Agree,No Response,Not Applicable,Agree,Agree,Agree,Agree,Agree,A few times a month,Once a week or more,A few times a month,A few times a month,Never or almost never,A few times a month,A few times a month,Once a week or more,Once a week or more,Agree,Agree,Agree,Agree
60800068,60804860,Not Applicable,Agree,Not Applicable,No Response,Not Applicable,No Response,No Response,No Response,Not Applicable,No Response,No Response,Agree,No Response,No Response,Once a week or more,Once a week or more,Never or almost never,A few times a month,A few times a year,Never or almost never,A few times a year,A few times a year,Never or almost never,Agree,Agree,Strongly agree,Strongly agree
60800060,60804861,Not Applicable,Agree,Strongly agree,Not Applicable,Agree,Not Applicable,Strongly agree,Strongly disagree,Disagree,Agree,Not Applicable,Disagree,Agree,Disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Strongly agree,Strongly agree
60800067,60804862,Agree,Agree,Not Applicable,Not Applicable,Agree,Not Applicable,Agree,Disagree,Disagree,Not Applicable,Agree,Disagree,Agree,Agree,Never or almost never,Once a week or more,Once a week or more,A few times a year,Once a week or more,A few times a year,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Disagree
60800076,60804863,Agree,Not Applicable,Agree,Agree,Not Applicable,Not Applicable,Agree,Agree,Agree,Agree,Not Applicable,Disagree,Agree,Disagree,Never or almost never,Once a week or more,A few times a year,Never or almost never,Never or almost never,A few times a year,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Disagree
60800184,60804864,Strongly agree,Agree,Not Applicable,Disagree,Not Applicable,Not Applicable,Agree,Disagree,Disagree,Disagree,Not Applicable,Disagree,Agree,Disagree,Never or almost never,Once a week or more,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800049,60804865,Not Applicable,Not Applicable,Agree,Strongly agree,Strongly agree,Not Applicable,Strongly agree,Strongly agree,Strongly agree,Not Applicable,Strongly agree,Strongly disagree,Strongly agree,Agree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800072,60804866,Agree,Agree,Not Applicable,Agree,Not Applicable,Agree,Not Applicable,Disagree,Disagree,Strongly agree,Agree,Not Applicable,Strongly agree,Disagree,Never or almost never,A few times a month,A few times a month,Never or almost never,A few times a month,A few times a month,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800088,60804867,Not Applicable,Not Applicable,Agree,Disagree,Disagree,Agree,Agree,Not Applicable,Disagree,Not Applicable,Disagree,Disagree,Disagree,Disagree,Once a week or more,A few times a year,A few times a month,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800092,60804868,Strongly agree,Agree,Not Applicable,Not Applicable,Strongly agree,Not Applicable,Strongly agree,Strongly disagree,Disagree,Agree,Agree,Disagree,Strongly agree,Not Applicable,A few times a year,A few times a month,A few times a year,A few times a year,A few times a year,A few times a year,A few times a year,A few times a month,A few times a year,Agree,Strongly agree,Agree,Strongly agree
60800002,60804869,Agree,Disagree,Disagree,Agree,Not Applicable,Not Applicable,Strongly agree,Not Applicable,Disagree,Agree,Agree,Not Applicable,Agree,Agree,A few times a month,Never or almost never,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800035,60804870,Agree,Not Applicable,Strongly disagree,Disagree,Strongly agree,Not Applicable,Not Applicable,Disagree,Agree,Agree,Agree,Not Applicable,Agree,Disagree,A few times a year,Once a week or more,A few times a month,Never or almost never,Never or almost never,A few times a month,Once a week or more,Never or almost never,A few times a year,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800130,60804872,Agree,Agree,Agree,Not Applicable,Not Applicable,Agree,Agree,Not Applicable,Disagree,Agree,Agree,Disagree,Not Applicable,Disagree,Never or almost never,A few times a year,A few times a year,Never or almost never,Never or almost never,Never or almost never,A few times a year,Never or almost never,Never or almost never,Agree,Agree,Agree,No Response
